category,rating,label,text_
Electronics_5,5.0,CG,"This thing screams!  It's a real professional quality product. It's also a very strong one. If you want to get your feet wet with the TRS-80, go for it."
Kindle_Store_5,5.0,OR,"Never in a million days did I see some of these characters taking the turn they did!! I almost forgot about Darby and Avery as Holt, Alexi and the Butcher got to revealing who they really were!! How can you not love Darby and Avery especially after they've opened up their hearts and homes to DJ!! A brother though!! Is the other Sullivan really dead though hmmmmmm???  Now I'm sitting on pins and needles waiting on this wedding what oh what is Sidra going to do?? Will she ruin her chances with Casey or will love prevail!! You keep writing and I'll keep reading!! "
Books_5,5.0,CG,I love a mystery and this book kept me guessing. I will keep reading it!Very good.
Pet_Supplies_5,5.0,OR,"I finally found the miracle bone!!!! :D So my dog is a 14 lbs yorkiepoo, but he chews through things like a 70 lb pit bull! Anyways I've bought him the other nylabones that aren't as durable and he chews pieces off the bone in 5 minutes. Then he would eat it. I would have to take it away from him and he'd try to find ways to get the bone. Well this big bone is great! It's been ten minutes of hardcore chewing and he's only left little yorkiepoo teeth marks on the bone (: I highly recommend this bone for dog owners who have dogs that chew through everything! this bone is great (: thanks nylabone and amazon bc this was definitely worth 13 dollars!"
Home_and_Kitchen_5,5.0,OR,"This worked awesome for creating ""lunch boxes"" with the Leftover Thanksgiving dinner! I will admit, I was a little leery with the construction of the lid, but once I have it secured, I haven't had any issues."
Clothing_Shoes_and_Jewelry_5,5.0,OR,"I received this belt and I had to return it right away. The Seller did not object, and kindly offered to pay for shipping costs involved. NOTHING was wrong or objectionable with the belt, but despite my efforts to compare my shoes which I placed next to three different computer screens, the color did not match the pair of shoes that I wanted this belt to match.

The reason for this review is because of an issue that I consider of great importance. It is about the Buckle.

Other Sellers offer Ratchet Belts with not only an exceedingly heavy buckle but their buckles have a visible layer of paint. An unacceptable condition occurs when ~in the restroom~ one pulls slacks down. The heavy buckle will drag on the floor, and after several trips to the restroom, approximately half of the painted area has no paint any more. It looks ugly !

This Seller offers the exact same belts with a reliable Ratchet Mechanism and very nice looking leather; but...

Difference #1: the buckle accurately replicate the appealing look of a conventional buckle used for centuries.
Difference #2: there is no paint to scratch.
Difference #3: the buckle is lighter.

BOTTOM LINE - If you guys out there do not want to invest some good money in a belt that everyone notices it is all scratched out and looks ugly just days after you start wearing it, then, this Seller's has resolved that issue brilliantly.

I thought that you wanted to know."
Books_5,5.0,CG,A 75 year old writes a book that is very funny.  She also makes a point of showing how hard it is to get a job and then the job goes to a successful business that takes many years to build.  I am very pleased with the book.  I would recommend it to anyone looking to find a job and get a good start.I love the idea of the story being told in a book. I can't wait to see what happens next.This book was great for me.  It gave me a great perspective into the ways in which our world is in a state of turmoil and despair.  I was especially happy with the way the author did a lot of research on the subject and was able to see the correlation between the two.  I also had a great deal of fun reading about the history of the US as well as the ways in which the two countries have been intertwined in the past.  I thought the author did
Movies_and_TV_5,4.0,OR,"A pleasant watching experience through and through. Masterson, Thompson, Stoltz, Koteas, Sheffer, all give strong and enduring performances.

A little gem."
Kindle_Store_5,5.0,OR,Wow! This book is awesome. I don't even have words to describe how great. Add this to your MUST READ! I loved it T. K.
Clothing_Shoes_and_Jewelry_5,5.0,CG,"These shoes are insanely comfortable.  I wear them all day and they are my go to shoes.  I wear them around the house, at work, or just to cover my feet.  I have had no issues with the heel sticking out.  I have had some issues with the soles breaking.  I have to return them.  I have had several pairs of these shoes.  I have had them for a few months and they seem to be a good quality.  They are very comfortable, very easy to put on, and very soft.  I have had them for a few years and have worn them all day long.  I can't say enough good things about these shoes.  I wear a size 10 and they fit perfectly.  I like the color and style.  I am 5'8"" and the length is perfect.  I ordered the medium and it fits well.  The color is very vibrant.  I love the color and the quality of the fabric.  The fabric is thin and very soft.  I have a hard time finding"
Clothing_Shoes_and_Jewelry_5,5.0,CG,this one is perfect for me. The quality is just right.  The only reason I ordered this
Clothing_Shoes_and_Jewelry_5,4.0,CG,"It works great, I wish it had more colors.Very good quality.Nice bag!Very pretty.I bought this for my"
Books_5,1.0,OR,"I hate to give one star to any book but this was really awful. Perhaps the story would have been better if I didn't have to stumble through considerable editing difficulties. Whoever was in charge of this department at Warner books should have been fired. My copy is the first edition and there were numerous punctuation problems. So much so that it detracted from the story. I have never, I repeat never, read a book with this many mistakes. Willa Hammer headed west after losing her adopted family. Settling in the Bighorn Mountains she comes upon various melodramatic characters that think only of themselves. One of the characters just grated on my nerves. You'll know who it is without naming names. Smith Bowman, the hero, is a loner in many ways. When he meets Willa he is leery of her at first. In denial, he doesn't want to admit to himself that he is attracted to her. It scares him. Of course, we know how the story ends. If you find another edition without all the mistakes AND if hokey language doesn't bother you, you may like this romance. ""Gee, whillikers!"",  ain't, yore, a'tall, comin', doin', ya, takin', how'er, 'spect, what'a, hell no, hell yes, damn glad."
Kindle_Store_5,5.0,CG,"This book was sweet, sexy, and kept me engaged. I will definitely read more from this author.I read this book in the last few days and have enjoyed"
Movies_and_TV_5,5.0,OR,Three Days of the Condor and  Sneakers gave us an early preview of what we're reading in the headlines. These films would make a great double feature in the family room for adults.
Kindle_Store_5,1.0,CG,Not a book worth the time it took to read. I will admit that I was a bit nervous
Movies_and_TV_5,5.0,OR,"Wonderfully re-done on blu-ray.  If you have not seen this classic then you must.  IF you have and loved it, you will want it on blu-ray.  I am not really big on discussing the plot on my review's as I do not want to know what happen's if I have not watched a film.  I always stay to the information that I would want.  Is it a good purchase and worth the money to own.  Yes on all points.  You won't be sorry."
Electronics_5,5.0,OR,Super easy setup. The software needed is built into the camera. Picture is good. Controlling the camera via the web is simple.
Clothing_Shoes_and_Jewelry_5,3.0,OR,"Overall I really do like this product its long, its cute, it works, the only problem is that it is cheaply made... I had mine for less than a month and one of the straps broke, its nothing a sewing kit won't fix but it would be nice if I didn't have to do such things."
Pet_Supplies_5,5.0,OR,We have a mastiff mix and this is working wonderfully on her!  I love the teaching guide and helpful training hints that came with this!!  What a great bonus! Super easy to use and very effective!  If you are debating between this one and another...this is the better choice!
Toys_and_Games_5,1.0,OR,"The product is great. What is NOT is I chose the ""package of 2"" and only got one."
Electronics_5,5.0,CG,"It took about 3 resets, and the system died. I will update this review if I find another replacement.I had a lot"
Movies_and_TV_5,4.0,OR,a neat movie....  although I like th newer one better...
Toys_and_Games_5,4.0,OR,"We discovered this toy at our local library.  All of the kids (mine and others) seemed to gravitate toward it at every visit.  The magnetic scoopers are so much fun.  We just love this toy.  As other reviewers stated, it's very unfortunate that all the parts don't fit in the ice cream box for storage, which is why I'm only giving it 4 stars."
Sports_and_Outdoors_5,5.0,CG,Works great and colors are perfect. The only problem is that it comes with a small screw that is
Movies_and_TV_5,5.0,OR,"I am always surprised (not) that the Brits surpass the Americans in pathos and  intelligence with intelligent. humor to soften the violent  underbelly of such drama . I like Peter Davison very much, HE UNDERACTS TO PERFECTION"
Electronics_5,5.0,CG,"I've tried Belkin, Dlink, TPLink, and Tc-Link but all work fine. I'm not an expert on music but I am a music lover and have a couple of great songs on my playlist. I can't speak to how well they work for listening to music while you are not looking at a computer.

I did get a free trial of the Belkin CD/DVD player for my kid, but I'm not sure if it will be an issue or not. I don't have any other music on the player but I do know that it is a great player.

I've found that it is a bit difficult to navigate the menus. I wish it had a little more depth and easier to navigate the menus. It is a bit easier to navigate the menus if you are sitting on your couch with your phone in the corner of your living room.

I don't recommend this player to anyone but I will say that this is a great player for a kid of 13 and it"
Tools_and_Home_Improvement_5,5.0,OR,I really like this design.  Much easier that the older style where you had to reach down and move the device to hold the door open.  To close all you do is push the door open just a bit more and the door closes automatically. Nice when you are carrying something.
Home_and_Kitchen_5,5.0,CG,"I was going to buy another set, but the instructions are a little difficult to read.  The instructions are not very clear.  There is no way to figure out what"
Electronics_5,4.0,OR,Does the trick.  Nothing fancy.  For the price you can't beat it.
Books_5,5.0,OR,Excellent information to be used in all areas of your life. Reading it for a second time.
Movies_and_TV_5,5.0,OR,"I waited so long for this series to be released. Finally Season One came out. Then another long wait for any other season. It was great to be reunited with Dick, Joanna, George, Stephanie, and of course Larry, his brother Darryl, and his other brother Darryl. I look forward to Season 4 being released later this month."
Toys_and_Games_5,5.0,OR,"A birthday gfit for my great niece....she loved it! Good price,came fast in the mail also. She is enjoying playing with it!"
Movies_and_TV_5,5.0,OR,These movies are favorites & a great package deal.  Inspirational & very touching stories for Christmas.
Clothing_Shoes_and_Jewelry_5,5.0,CG,"I am a teacher, not a chef, and I love this shirt. It is very warm and the color is bright. The front of the shirt is the same"
Kindle_Store_5,4.0,CG,"A strong, powerful heroine with a strong, determined, and determined history.

The story has a lot of heart. The heroine, Rachael, is a strong, strong, strong heroine. She is not afraid to fight for what she believes in and to protect others. She is always a woman who is willing to take on the challenge to make it to the top. She is willing to take on the challenge to make it to the top. She is willing to fight for what she believes in, even if it means losing a loved one.

The story is very emotional and has lots of emotions. I really enjoyed the characters and the story. The ending is a cliffhanger.I'm a huge fan of this series and I can't wait to see what happens next. I have read many of the books in the series and I'm glad I got this one. I really enjoyed the story and the characters. I recommend this book to anyone. I received a free copy of this book in exchange for my honest review.I was given a copy of this book in exchange for an honest review.

I was gifted this book in exchange for an honest review.

I loved the story line."
Pet_Supplies_5,5.0,OR,My dogs love this food. I keep ordering it. Fantastic line of dog food.
Sports_and_Outdoors_5,5.0,CG,"I found this bag to be an excellent quality bag. I will be purchasing a second one for my other two bikes. The front of the bag is the plastic part of the bag and the back is the metal part of the bag. The size is perfect and the bag has no issues with straps breaking. I have also found it to be very comfortable and easy to carry. I also like the fact that there is a separate compartment for the two bags. I will be returning this bag to Amazon for a second one. The reason I gave it 4 stars is because I was just getting a little tired of wearing my long pants. They didn't fit me perfectly. I would recommend this bag to anyone looking for a well made backpack.I bought these to use when hiking and for my family.  They are a little hard to pull off the mountain but I do like them.  I have a large head and the size fits me perfectly.  I like the quality of these gloves.  They are made well and are made well.

I would recommend these to anyone looking for a good quality pair of gloves.I purchased this for my daughter, who is 5'10"", and it is a little large, but it is nice and light. She loves it. The color is a little darker than the stock color, but that's okay with me.

It comes with a nice cover and a handy wrist strap that is nice and secure. There is a way to remove the cover with a screwdriver, but that's not a good feature.

I haven't used it yet."
Books_5,5.0,OR,I adore Jet and Ayden separately but together they are AMAZING!!! Jay Crownover has done it again!! Loved this book as much as I adore Rule!! Can't wait for Rome's story!!
Home_and_Kitchen_5,4.0,OR,"These are nice, but not as good as the York design. These will go in the guest bath.

These are better: http://www.amazon.com/gp/product/B004KKXA6C/ref=oh_o00_s00_i00_details
the handles are easier to grasp."
Toys_and_Games_5,3.0,OR,"Madewell even though it is of plastic unlike the old traditional still dump trucks. I noticed that the dump area it's self is actually a lot smaller than it used to be. I'm a 5 foot two woman roughly about 110 pounds. When my kids played with this, my butt was able to fit the dump area believe it or not. However this is so tiny that my three-year-old nephew's but barely makes it into the  dump area. Kids now play with it just as they did then. Once sits in the dump truck and the other person pushes them around all over the house."
Pet_Supplies_5,3.0,OR,it is okay but i recommend the temperature gun instead though. its more accurate and accuracy is key with a reptile habitat.
Kindle_Store_5,5.0,CG,The stories were interesting.  The characters were believable and the story flowed.  The characters were well-developed
Toys_and_Games_5,3.0,OR,"I received them a couple of days ago and to be honest I am not very impressed. It looks great quality and impressive color, but very hard to put them together. Also the holes are small that they don't stick very well and easy for the toddler to break them apart with a push
I was very excited when I received them, but I hoped it did a better job
I received this product at a discounted rate for my honest and unbiased feedback"
Home_and_Kitchen_5,5.0,CG,"An AWESOME!!!  I love the look and feel of this pillow. I have one in my bathroom and the other in a closet. The pillow is a nice, strong, thick, deep blue color. It is a perfect size for my needs and is comfortable. The pillow is soft and plush and I love the color. I can't wait to try out the color options. I just wish there was a pillow case for the pillow too.I received this item for free in exchange for my honest review. I received this product at a discount in exchange for my honest and unbiased review.I have a few different types of knives, but I can't find a single one that I use as much as this one. It does a great job of slicing through steak, it is a good knife for slicing bread, it is a good knife for slicing a large amount of meat, and it is well made. It is very easy to use and clean, and the handle is a nice touch. The only negative thing is the handle is a little loose. I don't like it very"
Toys_and_Games_5,5.0,OR,"If you love strategy games, I can't recommend this game enough. It's the U.S. versus Russia during the Cold War and you can feel the tension as each side tries to control countries around the world. You get to live through most of the major events of that time period because they are actually played out in the game.

I'm not sure the word ""fun"" would best describe this game - you are certainly not laughing your way to victory with a wacky group of friends. But if your idea of ""fun"" is deep strategy, constant awareness of how each new event changes the world's politics- and therefore your alliance and chance of winning, and tough decision making, then you will LOVE this game!
I would say the learning curve is moderate as there are a lot of things to keep track of, but once you get a few plays in, things are smooth sailing.

Prior to this game, Dominant Species was my favorite board game. Well move over baby, there's a new game in town!
Amazing game. Get it."
Clothing_Shoes_and_Jewelry_5,5.0,OR,"Saved me from sun damage in Hawaii! Fits great, looks nice."
Movies_and_TV_5,5.0,OR,"As always we really enjoyed it! Great family time! Action, comedy, and little sad parts too! Highly recommended..."
Clothing_Shoes_and_Jewelry_5,5.0,CG,"These boots are just as comfortable as the ones I ordered.  I also have a pair of the same pair in the same size, but they're slightly different in the heel.  The color is a little darker in the boot, but it's not really noticeable.  The shoe is slightly more comfortable than my other Birkenstocks, but I'm not sure why.  I will say that I love them, and I am happy with my purchase.Love these shoes!  They are very comfortable, very easy to put on, and very soft.  I have a wide foot and these shoes are a perfect fit.  I have been wearing them"
Electronics_5,5.0,CG,I have purchased these from a local store and they work great.  I have a large collection of
Movies_and_TV_5,5.0,CG,"This was a very challenging time for the movie, and I will admit that it was a pretty good movie. The story is very well done and the acting is superb. The soundtrack is nice,"
Tools_and_Home_Improvement_5,3.0,OR,"It's ok... I didn't realize it wasn't ratcheting, if you have a 100 pound grip, you'll do fine, After my 10th cut in 3/4"" CPVC, I was done with this tool... I'll stick with the ratcheting style."
Tools_and_Home_Improvement_5,5.0,CG,"Anyone who's owned one of these has never had to try this one.

The only thing is that it's very dimmable, which is not the case with the Kohler bulbs.

The light is in a large, multi-function light with an LED backlit mode.

The bottom line is that it's a great value and one I will be buying more of for my kid.

I used it to light up the garage at night and it works great!I bought this for a friend who has a house, and he uses it constantly.  He uses it frequently and constantly.  He doesn't have to worry about it getting scratched.  The only reason I gave it 5 stars is because it's not bright enough.  I've had it for a while now, and the only thing I have noticed"
Toys_and_Games_5,5.0,CG,He is only one so it will be fine.Very cute.  My son loves this and we have two.  The plastic parts are very sturdy and we have had great success with this.  We have been in the water a few times
Toys_and_Games_5,4.0,OR,"My 6 month old loves this book. She loves to play with all the pieces of it. I like that most everything can't be lost. only the duck on page 4 is not attached somehow.
Each page rundown:
Front has the Velcro removable cow
1. has a attached removable chick and a rattle.
2. has a pig family that you can twirl the mama pigs tail.
 3. a Crinkly tractor moves so you can feel two soft fuzzy sheep.
4. has a duck that snaps easily in and out. (at 6 months she cannot snap it in),
5. a Velcro horse this is permanently attached with a rope.
6. the front cover cow Velcros into place with other cows.
 7. the page sleeping horse and pigs under the crinkly barn door. Chicks and sheep sleeping under a rough felt sack of oats and corn.
8. rough felt hay bales cover the resting cows.

The down side is it has Velcro. I hate anything with Velcro. I have to wash it separately otherwise... it sticks to the best thing in the wash. Maybe just my luck... but I hate it. The book would be awesome if it was snap shut book."
Tools_and_Home_Improvement_5,3.0,OR,"Good value - but all of the locks are opposite.  So when they are in the ""unlocked"" position, they are vertical.  Most locks are turned vertically to be locked - not these.  It's confusing and a little annoying but they seem to be ok.  The door jam plates didn't line/up or work on 1/2 of our order of 10, so we just used the old ones for now.  One set that we used ended up failing after a month (locking mechanism didn't open/shut all the way and it became a nuisance - had to just uninstall it and now have to be replaced.  We bought them seeing all the other reviews b/c we wanted to update our downstairs door knobs, but the price reflects the quality.  A little on the cheap side.  Was it worth it? I guess (shrug)."
Pet_Supplies_5,5.0,OR,"rabbit loves it, only wish it was inside of another 2 bags or something to keep it fresh longer. box is pretty big. however, if you have the right enclosure attach box to side of cage and just cut some holes in side of the box and let the bunny eat away"
Clothing_Shoes_and_Jewelry_5,5.0,CG,"Great buy for the price. I wear a 10. 5 in shoes and these fit perfectly. They are not the best quality, but they're the most comfortable. I would definitely recommend these shoes to anyone. I wore them for my wedding and they were great. I love the straps and they look great. Very good quality. Can't wait to wear them. Very cute boots. I love the color and they are very comfortable."
Tools_and_Home_Improvement_5,4.0,OR,"Not bad!  Considering how much cheaper this cutter is that the ones at the big box stores (and even here on Amazon), this is a great value.  Made cuts just like it should.  Only reason for not getting five stars is that it's aesthetically rough... there's clearly no finish work done to this item once that stamp it out and assemble it at the plant... other than a quick, shabby paint job (which, for the record is orange, not yellow as in the picture)... but again, these are all issues with the way it looks, which I could care less about... It does the job, and it's way cheaper than it's closest competitor."
Movies_and_TV_5,2.0,CG,"This movie was very slow and slow, with very little action.  There were a few moments in the movie that had a lot of action and then the movie just stopped.  This movie is a great movie.  I highly recommend this movie.This movie is excellent. The acting is outstanding. The storyline is interesting and the directing is very well done. I think this movie is a must see for anyone who has a passion for the"
Books_5,5.0,CG,Love it...Danielle Steel never disappoints.  The story is a good one.  The characters are just as human
Sports_and_Outdoors_5,5.0,OR,Nice bottle however only if u don't turn it upside down. Leaks a lil when held that way!
Pet_Supplies_5,5.0,OR,Love this leash.  GREAT training tool!  Totally recommend it.
Sports_and_Outdoors_5,5.0,CG,"This will be a great starter kit for the long haul.

If you have a larger head"
Kindle_Store_5,5.0,OR,"Love Layla and Harris, even more so together, hot, insatiable, and action packed.  Can't wait for more Alpha One Security ."
Tools_and_Home_Improvement_5,4.0,OR,Good product at a good price. Fraying occurs after cutting to size.
Home_and_Kitchen_5,5.0,CG,Excellent.  Have a disability and have had this for a few months now.  I have one broken eye
Clothing_Shoes_and_Jewelry_5,1.0,CG,"All those people complaining about the size and quality of these shoes will be happy to know that they are a true top. The comfort, durability and style of these shoes are great.I like it. I ordered the XS size, it is a little bigger than I expected. The XL fits a bit smaller than I expected. I'm 5'4"" and 140lbs and the XL fits just a tad smaller. I'm happy to have ordered the XXL size, I'm not sure if I would be able to wear it, but I'm not sure that I would wear it. I am a size 10, so I was a little worried about the XXL. I'll be returning it.I got a small. I'm 5'7"" and I ordered a large. It fit fine. I have a very small chest. I have a large"
Books_5,5.0,OR,This is a good book. Well done. You should have read the series to best appreciate the book.
Tools_and_Home_Improvement_5,5.0,OR,"Worked great for our broken sliding glass door lock. Just measure the distance between the screws on yours and you can replace yours with the correct one. It is a bit tight, but that's to be expected since its new. Beats having to pay $100+ for a handyman or locksmith to come out and replace. Replacing is as easy and backing out the bolts on the handle, pulling the old on out and inserting the new. Hope to get 10+ years out of this one like the old one!"
Books_5,4.0,OR,"I loved the fever series and have been waiting for over a year now for the new book to come out and it's finally here! Read it, loved it and am wanting more! The only thing I don't like is that Dani is only 14 and way too young to have the smoldering sexual tension that Mac and Barrons had. I hope the next book in the series fast forwards a few years! I don't think I can wait for her to turn a respectable age before she finally loses her V-card to...who will it be? Dancer, Christian or Ryodan? Hmmmm the possibilities! I hope Karen Marie Moning doesn't wait a year to release the next book in the series!"
Pet_Supplies_5,5.0,OR,I have three of these in my home and plan to buy at least one more. With two dogs it is nice to be able to remove and wash. And they are tough and my dogs love them. Plus they are very stylish!
Electronics_5,5.0,CG,"Searched and read reviews for this item and the reviews are very positive.

The only downside is"
Pet_Supplies_5,5.0,OR,"great price, perfect for random media into your tank, easy clean up and rezip"
Home_and_Kitchen_5,4.0,CG,"I usually only drink a few glasses at a time. I also drink my tea in the cup. I bought this for a friend, and she is a very tall woman. She is very happy with it. It is very large, and it fits nicely on our king size bed. I love it. I have a queen bed, and the top is on the top so I can use it when I am sleeping. I do not think it will be long before I need a king size bed. I would highly recommend this product. I really love these. I put them in a refrigerator and it's just like baking. The baking time is not as slow as I wanted it to be. I got a second one for my daughter to use when she's in her first year. It's a great product. Love the design of this pan. We use it on our sink and it's really easy to clean. It is a little pricey for a single pan, but it is a great product for the price. I love that it has a removable lid so you can keep your fingers from scratching the pan. It is a little bit pricey for something that we purchased at the grocery store. I also like that it is dishwasher safe."
Movies_and_TV_5,3.0,OR,"I don't know what to tell you. this one I just am not sure about. I am of the fence didn't hate it, but didn't love it."
Tools_and_Home_Improvement_5,5.0,CG,It's as good as everyone else has said. I've had mine for a couple of years now and it's very bright. I also have the TRS-10 flashlight and this is the only one I carry.
Kindle_Store_5,5.0,CG,"This is a beautiful story.

Well written.

WOW!!!

I just loved this book.
"
Clothing_Shoes_and_Jewelry_5,4.0,OR,"Love the top , it can dress up and down"
Home_and_Kitchen_5,5.0,CG,"Very easy to put together and assemble, the only thing I did not like is the hinge and the bottom plate. The plastic parts are also very cheap plastic, so it is not worth it."
Kindle_Store_5,5.0,CG,"What can I say?
M. Flanagan has an amazing story line. I loved her characters, the way they came together and the way the reader got to know them.

This is a great book to read. It is a good read, it is well written and it has some surprises. I love a good mystery with a good twist. I can't wait to see what happens next.

I received a complimentary copy of this book for my honest review.I really enjoyed this book.  It is short but sweet and sexy.  I loved the characters.  They are sweet and sexy.  I am looking forward to reading more from this author.This was a very good book. I enjoyed it and was looking forward to reading more about the family.I like how it was"
Home_and_Kitchen_5,5.0,OR,"i love them  but have not had time to do any thing with them.
also i love the crystal that you sent as a free gift.
i glue it to a piece of tile that i had pickup at a construction site.
it look good with my collection.
do you have any Turkish purple Jade for sale?
my wife order for me. my name is Lacey."
Movies_and_TV_5,3.0,OR,Not the best movie we've ever seen. Wish I wouldn't have purchased it and instead rented it. It's a one time watch of a movie.
Books_5,3.0,OR,"Likely my LEAST favorite Daniel Silva -- the main character is going too predictable.  Mr. Silver is an excellent writer, but this novel lacks the quick pace, sharpness, & literary finesse he usually delivers."
Pet_Supplies_5,4.0,OR,"Both cats are eating it, Buy this most of time, Seems like it has what older cats, (15 & 9 yrs.) like."
Electronics_5,5.0,OR,"I've wrestled with lots of screen protectors over the last couple years; cameras, cellphones, GPS systems, iPods, Kindle 2.  This Green Onions protector was easy peasy and looks great. It looks exactly like the Kindle screen- no glare. It is a little bit smaller than the screen which is a good thing since it simplifies application. It is always such a pain to try to apply one that is EXACTLY the same size. I never get it lined up perfectly with the screen and have to endlessly fiddle with it. The Green Onions is sturdy which makes it easier to handle than the thinner films. My first try was a keeper. One teeny tiny bubble that I can live with. There are two in the pack which is probably a good idea for first timers with screen protectors, but it would have been nice to be able to purchase a single for those of us with experience and established technique."
Pet_Supplies_5,5.0,CG,The only substrate I would recommend for the cat food. I will keep this for the next couple of
Pet_Supplies_5,5.0,OR,"The only brand I will feed my pure breed Siberian :) He has a sensitive tummy, and I feel the Instinct with probiotics really helped him no longer have loose stools."
Pet_Supplies_5,5.0,CG,"Smaller than expected, but if you have a medium-size dog, it's a must!

I bought this harness for"
Home_and_Kitchen_5,5.0,OR,A gift for my granddaughter after she saw mine and we both love them.
Pet_Supplies_5,5.0,CG,"Amazing cover. i spilled some on it and the dogs just loved it. my dogs love it and i will be buying more! I am a small dog, and i'm a very large dog. i had to use a waterproof cover to keep it from going through the holes. i love it."
Tools_and_Home_Improvement_5,4.0,CG,Powdered blue chalk. Not a real professional quality finish. The finish is just a little too shiny.
Pet_Supplies_5,5.0,CG,"At first I was surprised that it didn't feel like a cold weather collar, but since the collar is so adjustable, it's a bit of a pain to wear. The material is nice and soft and it's easy to put on and off. My dog is still very nervous about the collar, but she's a bit less fearful of the collar now."
Electronics_5,5.0,OR,"Bought this camera without wanting to spend big bucks on a GoPro. I don't have a GoPro to compare it to, but this standalone device is amazing. It makes it easy to take video and capture moments. I have two children and I can tell this is going to come in handy many times. The camera has great video quality. The sound quality has a little to be desired as it picks up unwanted noise and wind from time to time. Otherwise great beginner 4K action cam!  Planning on getting a gimbal soon."
Clothing_Shoes_and_Jewelry_5,5.0,OR,"As an individual who has dealt with a small cup size all my life, I am used to disappointment when purchasing bras. Even more so now that I have gained weight, and can't even find my size in a store. So, despite the glowing reviews of this bra, I was prepared for yet another bra with puckered, too-large cups, and an uncomfortable band. Surprise! It fits and is extremely comfortable. Somehow, even though the sizing for 2X seems to indicate a C cup, (or above) the bra manages to both to fit and flatter my B-  sizing. And though the band in front does tend to wrinkle/fold over a little, I don't care. A bra that flatters and is comfortable is rare, and I am purchasing more."
Books_5,3.0,OR,"An enjoyable book to read, although I do disagree that Robb is the second coming of Ellis Peters.  Her plots are complicated just to be complicated and some of her ""good"" characters are unlovably sticky.  Her insistence on the occasional arcane vocabulary seems arbitrary and pettifogging -- especially since perfectly good modern English words are available for most of them.  (After all, her dialogue is actually a ""translation"" of the Chaucerian language they spoke in, anyway.)  Nevertheless, Robb is a good writer and constructor and the book is a romp to read.  Better start the soap opera here, by the way -- she won't catch you up later in the series if you miss an episode."
Books_5,5.0,OR,"Fugitive is another great read by Phillip Margolin. In this tale there is not much taking place in the courtroom but it gives an intense in-depth description  of all that occurs and the build-up before the courtroom drama begins. How much investigation is warranted by a number of players to make sure of all the necessary facts on both sides in the court. It also examines the desperate tactics of an embittered old man willing to destroy  lives to get his
own way.
A few twists and turns.some are expected but many are a ""surprise""
Phillip reaaly knows how to spin a great book."
Home_and_Kitchen_5,5.0,CG,"Signed up for SterlingPro's Private Class. The quality is good, it's simple to assemble and fits the other two.  The plastic parts are also very easy to clean.  I would definitely recommend this product.Love it. I am very pleased.I bought this to replace a broken one I bought a year ago. I did not want"
Kindle_Store_5,5.0,OR,Really enjoyed this book. It was awesome. Two people who lost and found each other. They had their troubles but could not overcome their feelings. So glad they found each other. They fit. Loved and lost but to only find love again
Tools_and_Home_Improvement_5,5.0,CG,"These are PERFECT for anywhere.  I have bought many more of these around the house.  They are a great value.  I am using them in the kitchen, in the kitchen, in the bathroom, in the hallway, in the dining room, in the closet, etc.  I love them.  They look great and are easy to use.  I have had them installed in about a year.  I highly recommend these to anyone who needs one.This is a great tool for small jobs. It works well for smaller jobs. I'm not sure why I got it for this price, but it's definitely a good value.I've used this one to get around a ceiling fan on my garage. I don't know if it's the one that I've had since I was a little kid, but it does look nice on my wall. It's well made and the only thing that"
Home_and_Kitchen_5,5.0,OR,"Does slice thinly for coleslaw.  My husband loves using it for slicing.  Makes life much easier.  Easy to clean, then ready to use again."
Electronics_5,5.0,OR,"I use this router at the receiving end of a wireless bridge between the two floors of my apartment, and also as a print and file server. I know this unit may be a bit of an overkill for the purpose, but I couldn't find any lower cost alternatives that would provide the same feature set.

I was a bit worried about the speeds I would get through the concrete floor, but the connection to the main router, an Apple Time Capsule, is rock stable at a 866 Mbps signal rate (the signal sits around 47-49 dB against a 92dB noise floor). The connection would stay up for months at a time.

I was pleasantly surprised that the stock firmware supported all the features I needed, but it's still nice to know that I can fall back to Merlin or DD-WRT if I need additional tweaking possibilities or special features. The performance and ease of use of the web GUI has also improved a lot compared to my previous Asus router, a WL500W. Being able to set most configuration items without a reboot is a godsend.

Another nice touch from Asus was providing a discovery utility, that finds the router on the LAN and detects its current IP address, which saved me a lot of time when I was tweaking the IP configuration of the two routers.

I cannot comment on the 2.4 GHz range or behavior, as I only use the router at 5 GHz.

Update (9/17/2014): I was having print server reliability issues with the stock firmware (after a few days the printer stopped printing, even though the router showed it was connected). So I installed DD-WRT, and I'm back to being a perfectly satisfied customer. Aside from the printer trouble, I only had to reboot the router for firmware updates and I never experienced any connection issues whatsoever."
Home_and_Kitchen_5,4.0,OR,I drink a lot of cocktails and like to have the drink chilled. If you freeze the glass it has a large glass base that helps with keeping the cocktail chilled. The price is a bit high but it works.
Electronics_5,5.0,CG,"We were a little hesitant to order the case because it was a lot thinner than the other one.

I had to replace the case with the new one, so it is a nice surprise.

The case is a bit thicker than the original one, but it is not the same thickness.

The case is also a bit thicker than the original one, but it is not the same thickness as the original case.

It is very well made, and does not come with a backlit keyboard, so you will have to get used to that.

I highly recommend it if you are looking for a case that is thicker than the original one.This is a great product"
